"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","79.4","%","77467","61540","89.4","69.5"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","68.7","%","160615","110375","77.1","60.3"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","74.4","%","1860154","1383899","75.6","73.2"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","80.4","%","992035","797612","81.9","78.9"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","86.5","%","146055","126364","92.9","80.2"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","76.5","%","64378","49218","88.5","64.4"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","80.7","%","284279","229537","86.1","75.4"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Other qualifications","80.5","%","1278220","1029055","81.9","79.2"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","50.6","%","1120785","566929","52.3","48.8"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","59.7","%","128680","76791","69.7","49.7"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","54.3","%","251384","136550","61.6","47"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","No qualifications","51.3","%","1372169","703479","52.9","49.6"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","41.2","%","36785","15167","50.7","31.8"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","Unknown","36.4","%","57359","20894","44.6","28.2"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","81.9","%","16056912","13142623","82.2","81.5"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","73.1","%","290668","212356","79","67.1"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","84.2","%","1324109","1115334","86.5","82"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","77.5","%","539988","418219","81.7","73.2"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","81.3","%","433866","352814","85.6","77.1"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","81.1","%","2588631","2098723","82.8","79.3"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","All","81.7","%","18664160","15252180","82.1","81.4"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","85.4","%","7348689","6278727","85.9","85"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","85.5","%","164047","140326","91.3","79.8"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","78.2","%","697739","545323","81.4","74.9"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","77.4","%","365164","282740","82.4","72.5"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","73.8","%","281513","207643","79.2","68.3"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","78","%","1508463","1176032","80.2","75.7"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","84.2","%","8864847","7460679","84.6","83.7"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","78.8","%","2665678","2099371.5","79.7","77.9"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","68.3","%","127298.5","86960","77.1","59.5"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","69.3","%","84412.5","58456.5","81.1","57.4"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","70.1","%","292729","205072","76","64.2"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","77.9","%","2959095","2305005.5","78.8","77"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","69.3","%","2723180","1886915.5","70.3","68.3"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","44.6","%","98567.5","43914","54.7","34.4"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","59.2","%","71260.5","42210.5","72.6","45.9"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","49.7","%","234025","116296","56.6","42.8"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","67.8","%","2958554","2004560.5","68.7","66.8"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","62.4","%","1508166","941216","63.8","61.1"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","44.8","%","73913","33107","56.9","32.7"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","48.2","%","165548","79839","56.6","39.9"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","61","%","1674615","1021956","62.3","59.7"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","69.6","%","682602","475031","71.6","67.6"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","50.4","%","170286","85858","58.7","42.1"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","62.1","%","83980","52138","74.7","49.5"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","55.1","%","56310","31052","69.2","41.1"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","54.6","%","323423","176558","60.7","48.5"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Other qualifications","64.8","%","1007729","653293","66.7","63"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","37.5","%","929363","348219","39.3","35.7"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","26.6","%","142565","37954","34.7","18.6"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","29.6","%","247283","73171","36","23.2"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","No qualifications","35.8","%","1176646","421390","37.4","34.2"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
